Review
"aplikasi grab sekarang tambah lelet sudah pesan hampir 1 jam tapi gak dapat driver nya. tolong di perbaiki kedepannya biar rame lagi orderannya, sekarang kok ambah ribet nya"
"sebulan ini full di cancel sama driver nya tiap jam pulang kerja (pas jam 2 & jam 6). dr yg hemat sampe yg mahal. pdhl drivernya udh mau sampai, tetiba di cancel. skrng susah bgt pake grab. ga paham lagi. ujung-ujungnya ganti pake apps sebelah"
best
ribet . mau langsung pesen aja lama
"GIMANA TANGGUNG JAWAB NYA INI???!!SUDAH SAYA TUNGGU SAMPAI HAMPIR 2 MINGGU, TAPI GA ADA PENANGGUNG JAWABNYA?!! NOMINAL REFUNDNYA EMANG SEDIKIT TAPI TANGGUNG JAWABNYA MANA??!!! DIPROSES 7 HARI PADA WAKTU HARI KERJA, TAPI NYATANYA SUDAH SAYA TUNGGU SAMPAI HAMPIR 2 MINGGU TIDAK MASUK MASUK"
habis update malah bikin bingung UInya
"beberapa kali order grabfood, beberapa kali juga selalu ga dapet driver, waktu kepotong bnyk, berakhir pake apk sebelah. Kalo lagi grimis atau ujan ga rekomen pake grab🙏🏻"
"Setiap memesan pengantaran dengan metode prioritas driver dibagi 2, padahal makanan yang dipesan hanya sedikit, dan selalu berakhir 1 pengantarannya di cancel."
kecewa ada pengaduan harus.nunggu 24 jam keburu basi ini makan na
"kenapa pas pesan tiba-tiba dicancel otomatis trus?, aneh"
Kalau di batalkan dan pesan lagi malah nunggu lama banget buat dapet driver
"hapus fasilitas hemat kalau emang gak mau di gunakan. driver banyak di depan mata tapi kalau udah pake yg hemat, gak bakal ada yg ambil"
mantap.. semoga sukses
banyak promo buat pengguna baru
ok
"dapet driver jauh terus anehhh, udh gutu pada lelet!!!"
gk bagus gk ada tombol cancel nya pas salah mesen gk ada tombol cancel padahal gak mau beli jangan pake aplikasi ini lagi
"udh bertahun"" make baru ini nyesel bgt sm apanya, bisa"" nya limit paylater di tarik semua pdhl sering d pake dan bayar tepat waktu sblm jatuh tempo sngja pertahanin limit biar ad trs awalnya d potong jd separuh trs skrg di tarik semua tgl 28 kmrin d tarik tnpa alasan yg jelas sudah chat ke emailnya gada respon apapun smpe skrg buruk banget beneran nyesal pertahanin apk kek ginii"
aplikasi ga jelas gw ga ada aktivitas aneh aneh setan
grab indonesia semakin sukses
"Kalau pesan gfood kan, kita g bs chat resto ya kalau bukan resto duluan yg chat.sementara, kdg status resto buka/tutup itu g valid. Pengguna cmn bs nunggu tanpa kejelasan dlm keadaan lapar apalagi kl kerja g bs stiap detik mantau grab. Di satu sisi, pengemudi bs cancel orderan gitu aja tanpa alasan. Jd bingung nih, dicancel krn hujan kah? krn resto tutup kah? Kalau mau pesan ulang kan memakan waktu dan harus liat2 resto yang available lagi. Mohon solusi untuk hal ini"
sigap
"bingung banget fitur yg baru ini, kenapa ga nampak fitur grab send, pulsa dll."
what is ur problem??? today march 5 2026 u change the ui onto the worst ui possible! where is grabfood menu? where is all the specific button?? stupid ui cuihh
"driver grab sekarang kok pada jutek2 ya, kalo gak penumpang dikontenin, kalo gak ribut bgt masalah harga, apalagi kalo pake promo mintaknya dicansel terus tapi gaboleh bikin alasan dia yang nolak harus cari alasan yang menguntungkan dia. tolong dong pihak grab di kontrol lagi drivernya. kalo grabcar berasa kita numpang bgt deh dimobilnya padahal kita bayar loh"
keren
"kenapa ya dalam aplikasi grab motor dan mobil gak muncul lagi, mohon di bantu supaya tidak terjadi apa-apa 🙏"
trimakasih semoga semakin sukses
grab bagus
Alhamdulillah orang y baik dan ramah
terdepan paling ok
"saya sudah dua kali mendapatkan driver yang ciri ciri motornya (warna, merek, dan plat) di aplikasi dan aslinya berbeda. Contohnya di aplikasi tertulis Vario biru tetapi saat datang motor Mio berwarna putih atau yang awalnya Scoopy hijau yang datang malah Vario putih. Oh ya saat saya menegur driver, drivernya meminta maaf dan bilang ""maaf ya kak, ini juga lagi puasa"" yaa sudahlah saya maklumi saja... Saya harap ini bisa diperbaiki agar tidak membingungkan customer"
supir ramh
cepat dan nyaman....
mantap
aplikasi luar biasa
membantu
"kecewa sama grab, karena dana saya double potong tetapi belum dikembalikan padahal sudah satu bulan lewat."
"pengalaman tdk menyenangkan dari grab barusan. saya pesen grab food trus dia nya kirim pesan bertanya parkir bayar atau tidak. saya TDK bisa jawab dikarenakan sibuk kerjaan. eh pas nyampe si pengemudi grab ini ngomong dengan nadaa nyolot... ""kalo dikirim pesan itu dijawab"". toh yaa selama ini saya pesen grab food ada biaya parkir, saya bayar kok.... kalo ngomong jg baik2. saya tawarkan buat bayar parkir, dia jawab "" sudah tidak usah"" jujur baru kali ini lho saya sakit hati sama tukang grab."
ramah dan baik
"server Grabnya makin kesini makin ngaco. orang ordernya dimana, dapet driver dimana. harusnya di cariin drivernya yang paling dekat dengan lokasi, bukan ngacak dan tiba tiba dapet driver yang jauh dari lokasi. kesian Driver nya"
update apk grab terbaru malah gak nyaman. mau order makanan selalu masuk ke order kendaraan. dan gak ada keranjang makanan yg akan di order. bintang 1. jelek banget
keren
sangat memuaskan
baik cepat jugaa
👍
mantap
Simple dan sangat membantu saat di butuhkan
"ga bisa pakai aplikasinya kalau minta update dan itu sering minta update, kalo pas lagi buru2 nyari kendaraan jadi kesusahan, tolong kebijakannya"
makasih ya👍
iklannya bejibun. pusing lihatnya. mau tekan order ehh malah dikasi lihat iklan gak penting. aku buka grab mau pesan bukan mau lihat iklan. mending gojek gak ada iklannya.
makasih
mau pesen ojek aja harus verifikasi. ribet banget
good
sat set cepet jmputnya
makasih
sangat puas
terbaik
mudah dan murah untuk perjalanan
makin lama makin kikir buat harga
saya sudah cancel beberapa kali karena ojol nya jauh tetep aja di kasih yang jauh
sangat puas
"tarifnya mahal, orangnya kadang lama datengnya"
mantapp
"tolong buat Grab gak usah pakai grab hemat, percumah pakai yang hemat pengemudi gak mau ambil orderan, kadang udah lama nunggu tiba tiba d rumah batalin gara gara harga terlalu hemat,, tolong ya GK usah deh ada fitur hemat nya, buat apa pengemudi juga gak mau terima"
tolong di percepat dan permudah untuk pencarian drivernya terkadang sudah dapat ketika sudah mau sampai driver membatalkan nya sendiri tanpa alasan sudah menunggu nya lama saya sangat kecewa
"mencari drivernya lama kadang di batalin sudah nunggu lama"" pas udah mau sampai titik penjemputan"
SARAN GRAB NYA LEBIH DI CEPAT LAGI SAAT PENJEPUTAN
membantù saat beprrgian..
memuaskan
"saya kecewa sekali dengan sistem di grab, saya terkendala gara2 pembayaran tertunda, cuma 3000 ko di persulit, saya sudah hubungi Cust service di apk dan Instagram, namun belum ada tanggapan lebih lanjut"
"(sbnrnya bintang 1, cuma sngaja bintang 5 supaya reviewnya diatas) kdng ada resto makan yg sbnrnya udh tutup tp di grab ketrngannya msh buka, trs diorder trnyata pas driver smpe sana trnyata tutup, kan gbs tuh cancel via cust, jdilah cancel lewat driver, eh bknnya cancel malah dialihkan ke driver lain, jd seharian saya cuma nungguin orderan yg restonya sndri gjelas bukanya kapan"
kenapa tampilan beranda grab jadi grab food semua? layanan lain mana?
sangat bagus
"aplikasih tergokil yang pernah ada, terimakasih atas pelayanannya❤"
good
ok
"abang ojolnya ramah dan stik,.. thanks bang semoga sehat dan berlimpah rizki selalu"
👍
ok
oke
gerak cepat dan amanah
👍🏻
jelek
supir ramah..dan baik
sopir sangat ramah
"murah.. Dan terpercaya, no tipu tipu.. saya sangat bersyukur dengan adanya grab"
"CS nya ga pernah ngebantu soal nyelesain masalah, jd buat apa jg ada CS klo ngebantu masalah aja gabisa"
mantap.
good joob
ramah selamat smpe tujuan
drivernya keren
terbaik
oke
"gabisa dibatalin kalo udah order makanan, padahal lama banget, estimasi mundur terus, pesen dari jam 5 baru dianter jam 8, JELEKKKK!!!!"
sangat membantu
terbaik
seneng banget sama aplikasi ini meskipun rumah pelosok tetapi masih bisa menjangkau.
👍💯
good
nice
mantap
mantap
mantap
banyak promo dan baik baik bangettt bestttt
baik
pelayanan buruk
susah masuk akun nyaa
"kenapaa ya kok driver2 di grab suka membatalkan secara sepihak ?? kalo kita yang membatalkan kadang ada yang suka marah2 gk terima katanya bensin lah ini lah itu lah,, tapi ketika kita juga pesen grab udah hujan nunggu² ehh gk tau nya di batalin secara sepihak pdhal kita juga sama nunggu,, mau di chat gk bisaa,,tolong dong klo misal kan gk bisa kenapa gk dari awal ajaa gitu loh biar kita juga bisa nyari driver yang lain.. kesel banget sumpah udah mah bawa yang lagi sakit.."
lemot banget ni aplikasi heran telkomsel sinyal full lemot bener aneh
"bisa2nya main begal order, parah juga"
bagus
mantab
sangat bagus untuk kemana mana ² saat pulang sekolah ♥️
APLIKASI GAJELAS GUA PESEN CAKE GABISA BISA SIALAN NGELAG
TERUS AJA LOADING LOL
memuaskan
sangat membantu
memuaskan...mantap. waktu lebih cepat dri prediksi
pelayanan dtifer bagus
ok
sangat memuaskan
bagus
bagus
puas dengan pelayanannya
pelayanan bagus sampai saat ini.
baik Abang ojol nya
aplikasi ap iji. kya tae.
"kok tiba2 limit paylater saya dibekukan oleh OVO Grab ? padahal saya selalu ontime dan gak pernah telat bayar, kecewa saya dgn grab karena secara sepihak bgtu. So far gapapa, mungkin jika tidak ada perubahan, mulai hari ini saya akan stop menggunakan aplikasi GRAB. Bad Aplication."
mantap
"MENYESAL MENGGUNAKAN APLIKASI INI, SAYA TIDAK PERNAH MERASA MEMBELI MAKANAN TIBA TIBA DARI RUMAH SAYA ADA DRIVER GRAB YANG BAWA AYAM GEPREK DENGAN NOMINAL 162RIBU"
driver ramah
"layanan hemat jadi aji mumpung buat pelanggan. pelanynya SDH kaya rayap selain habisin bensin habisin angin ban motor juga. .motor jadi cepat rusak dan rutin kebengkel akibat pelanggan berbadan besar banyak memanfaatkan layanan hemat, Bike standar dan XL standar yg seharusnya dipilih jadi ga laku. bayar murah minta kilat khusus 5mnt sampe tujuan."
pesen grab jrg dpt driver
Terimakasih
👍
mantappp
saya pernah di daerah pik pesan grab sopirnya kasar misoh misoh terus hampir mau saya ladenin
apa ada pinjeman nyh di aplikasi ini
argonya sress
kemarin order grab car nunggu lama.trus udh dapet malah dicancel
ramah dengan customer ny
bagus
bnyk promo nya dan slalu aman
sangat bagus
driver melayani dengan sangat baik kami ucapkan Terima kasih
"Tolong untuk Grab ini sistemnya dibetulkan lagi, setiap kali saya pesan dikasih drivernya yang jauh sekali arahnya, udah gitu klo udh dpt mesti tunggu dulu dia antar penumpang lain pdahal orang lagi buru"" atau juga sama dia kadang juga lgsg di cancel pdhl udh nunggu lama, nnti giliran kita cancel dibilang gk sabaran, soalnya saya pernah denger ada driver ngomong kyk gitu, ya habis gmn gk cancel orang kelamaan dan lagi buru"" juga. Apa emg klo kita pakai bike hemat pd males ya drivernya krn murah?"
bad
banyak driver yang kalau udah males ngambil apalagi pake promo sering di diemin aja padahal udah chat dan telfon berkali kali
drivernya pada malas jika kita order jarak dekat jadi mohon karna kita pekerj jadi gara2 driver merasa malas kami yang telat masuk kerja
"lama dapatin driver sekali dapat, jauh kasian juga drivernya parah sih untuk sekarang langsung uninstall"
dng grab perjalanan sangat praktis simple dan hemat
"Orang gila mana yang mau make nih aplikasi ? udah harganya mahal , belum lagi penjemputan nya ga sesuai waktu nya , apa lagi pas lagi mau berangkat kerja , sama sekali gak bisa di andalkan orang"" yang bekerja disini . semua gampangin soal waktu , harga mahal waktu lebih mahal. bukan nya ga mau bayar tapi logika aja orang udah buru"" tapi malah ga keburu ."
"suka lama dapet grabnya bisa sampe 15menit terus, dari banyaknya grab gada yg mau ngambil hrs nunggu lama mulu orang kesel mau berangkat cepet jadi gabisa"
perjalanan yg baik
ramah
nice
"pengemudi banyak mau, saya sering dicancel pada sudah taruh harga tinggi,"
"Mohon Maaf Bintang 1 , Grab sudah tidak seperti dulu driver ramah dan sopan , sekarang Drivernya Emosian dan Body shaming , sy Pesan Grab XL tapi tidak dapat dapat malahan dapat Grab yg reguler sesuai sistem , Driver datang dan Bilang , Aduh pak ini mah patah shockbreaker saya kalo bapak naik, apakah ini oknum ?? sekarang saya pindah ke Aplikasi sebelah In Dri***"
sangat membantu
lambat
"Aplikasi tolol, pesan layanan grabmart aja diproses sama merchant sampe 1 jam, padahal 1item obat sanmol sirup memproses pesanan sampai 1jam ,ditambah mencari driver sekali nya dapat driver pada jauh dari toko. sampah banget ini aplikasi, pantes org2 ada pindah keaplikasi sebelah ternyata bener apa yg mereka katakan, aplikasi sampah ini proses apa2nya lama driver pada jauh2, sampai jarak 6km dari lokasi toko. tolol banget ini aplikasi!!"
"ini kenapa sih, kok tiba tiba akun saya di tangguhkan, nggak jelas, apk jarang di pakai aja ribett, padahal ngga pernah pelanggaran"
banyak iklan nya
Saya kasih lima karna mau pesan makanan mudah tapi kadang map ngaco pesan grabcar jadi mahal kita bayar mahal tapi driver gak seberapa menurut saya terlalu banyak potongan kasian driver nya
mohon di perbaiki dong
driver gajelas
mantap
"tarif perjalanan dengan mobil kacau, dalam beberapa menit tarif yg tertera di aplikasi berubah ubah,,payah"
iklan nya meresahkan kan
Grab sangat membantu
puas hati
"pesan makanan disuruh nunggu sampai 2 jam dan TDK bisa dibatalkan,sangat tidak manusiawi"
nggk lama klo lgi butuh driver langsung dapet
goid
baik
bagus dan keren
coba dulu aplikasinya lemot ga
makin gajelas🥲
bagus
Drivernya susah dapat. Apa gunanya ada promo tapi tak ada drivernya. Udah gitu drivernya suka ngeluh jauh jemput 😩
dipersulit saat membuat/login akun
ok
"PENGIRIMAN LAMBAT, CARI DRIVER LAMBAT!"
ramah dan sopan
"Gila gua mau pesen makan,nunggu driver doang udh hampir sejam,blm nunggu pesenannya mana ga bisa di cancel kalo emg drivernya gamau ambil kasih tau lah,trus bisain cancel"
josjis
katanya kalo di wawancara atau lagi ditanya konten kreator bilangnya sekarang lagi sepi grabnya tapi kenyataan di lapangan ujan gerimis aja gak ada pengemudi gimana ituu??? nyari udah hampir sejam juga kagak nemu2 pengemudi
semoga di lancarkan rejeki nya
terlalu banyak iklan sangat mengganggu
baik
"ada eror di akun saya , data tidak bisa di muat , komplain ke bantuan aplikasi juga ga berguna , tolong segera di perbaiki lah"
mantap da
sangat membantu dan memudahkan urusan
sangat membantu
pelayanan ramah baik dan cepat.
"Najis, drivernya gamau pickup orderan tokped. dari pagi sampe malem ga dapet"
baik sekali
Alhamdulillah aman dan ramah drivernya
ok
jelek
grabfood paling top
saya inginn Ngajukan pengembalian dana sebesar 36000 saya udahh bayar tapi kenapa saya harus bayar lagi karena kata pengemudinya blum masuk padahal di traksaksi saya sudahh masuk dan akhirnya saya bayar lagi 31000 mohon responnya yaa
top markotop
sangat baik terima kasih🙏🏻
"Grab ngapain pake iklan sih, jadi gak bagus, orang lagi liat maps untuk pantau perjalanan ditutup sama iklan Segede layar handphone, mau klik tombol chat dengan driver terganggu sama Iklan yg tiba2 muncul, ilangin tuh iklan deh menganggu soalnya"
ternyata nyaman pake grab.. aplikasi nya canggih
orang nya baik baik
sangat bagus
terbaik
mantap lah.
sangat membantu dalam apapun
jos
bagus
baik
Terimakasih pk atas jasanya somoga lancar...
"tolong ya,waktu Nerima pengemudi tu perhatikan juga attitude nya.saya udah capek malah ditambah emosi sama pengemudi yg omongannya cmn nyakitin doang,nggk bisa apa bilangin penumpang tu lebih lembut,mana haus terima kasih lagi,saya selalu terima kasih ya sama pengemudi lain,tapi yg satu ini bikin kesel"
"nyaman,semoga saya kedepnyaa dapet car(mobil)"
cukup bagus
males lah cukup tau kejadian hari ini sekian terimakasih saya tdk pakai apk ini lg 🙏🏻
"Grab update buat resto yang lama, sudah nnggu 2 jam terus di cancel sepihak kita. Diawal gak bisa dicancel ditungguin 2 jam eh di cancel resto ban lah"
Drivernya ramah
pelayanan food lama banget. ga bisa di batalin bikin orang nunggu ga jelas
Grab is the best....
memudahkan aktivitas dan gercep
ramah
Terimakasih telah menjadi aplikasi pelayanan transportasi untuk saya gunakan bersama keluarga
"Ramadhan bulan penuh berkah jangan lupa memberikan tips utk driver,jangan terlalu pelit karena sudah dapat promo"
baik
sekarang grab lamaa!!
saya puas
sangat memuaskan kurir nya ramah dan bikin nyaman
smoga sukses slalu🙏🏻
Aplikasi Favorite
banyak titik maps yg ga ter-detect. promonya suka tiba tiba hilang. ga satset dan kurang menarik promonya
"mending kaga usah ada prioritas prioritasan dah kalo masih lambat pelayanan nya , sengaja pilih prioritas biar cepet malah driver ambil gabungan sama yang lain. percuma pake prioritas malah makin lama Jangan maaf doang tapi di perbaiki juga"
"drivernya lamaaa , dapatnya jauh jauhh , mau brngkat kerja jadinya telat gara gara driver 😏😏😏"
good service
mantap slalu
top
mantap
"grab hemat skrng mahalll bgt yang td nya 8 rb masa ttbtb naik 11,500 mahal pokoknya mahal tolong di murahin lg maap"
lumayan bagus tapi untuk harga kadang mahal kadang standar
saran kalau hujan jangan pada mesen hemat mendingan ke standard aja biar dapet nya cepet
"Update aja terus update kalau ujung ujungnya versi lama lebih bagus, jarang error"
sangat memuaskan aplikasi yang serba guna
mantapp
susah banget cr driver
"bagus si, tapi paling ga ok banget kalo kita mesan grab mreka Nerima, tapi grabnya masih ngantar orang lain, jadinya kelamaan, maunya sistem kekgitu jangan diadakan, tunggu bener bener kosong penumpangnya baru bisa nerima orderan lain 🙏"
kalo ujan sering di tolak/ga dapet drivernya sama sekali
"tolong dong kalau nyari driver jarang sering yang jauh jauh. selain lama di saya, juga kasihan di driver. masa grab hemat dapat drivernya jauh amat sampai 20 menit lebih"
padahal ga pake yang hemat tetep aja dapet driver jauh padahal ada yang lebih deket
baguss bangettt
sangat membantu
"apk nya berat loading nya lama BANGET, buang buang waktu kalo lagi buru-buru"
